tray_id,specimen_id,label_group,match_type,verbatim_text,country,stateProvince,county,municipality,locality,verbatimLocality,islandGroup,island,verbatimElevation,habitat,samplingProtocol,recordedBy,identifiedBy,verbatimEventDate,verbatimCoordinates,possibleName,source,otherCatalogNumbers,flags
34_4_4_tray_04,cicindelidae_34_4_4_tray_04_spec_001,,,,United States of America,California,,Furnace Creek,Death Valley,Death Valley,,,,,,L.L. Jensen,,03 Apr 1939,,,manual,FMNHINS 0000 040 331,
34_4_4_tray_05,cicindelidae_34_4_4_tray_05_spec_001,,,,Philippines,,,Puerto Princesa,,"Palawan, sea level",,Palawan,,,,H. Hoogstraal,,06 May 1947,,,manual,,
34_4_4_tray_06,cicindelidae_34_4_4_tray_06_spec_001,,,,Ecuador,Pastaza,,,"Ashuara, Rio Macuma 10km from Rio Marona","Ashuara, Rio Macuma 10km from Rio Marona",,,,,,B. Malkin,,07 Jul 1971 – 16 Jul 1971,,,manual,,
34_4_4_tray_07,cicindelidae_34_4_4_tray_07_spec_001,,,,Greece,,,,Naxos,Naxos,,,,,,,,,,,manual,,
34_4_4_tray_08,cicindelidae_34_4_4_tray_08_spec_001,,,,Spain,,,,,,,,,,,,,,,,manual,,
34_4_4_tray_09,cicindelidae_34_4_4_tray_09_spec_001,,,,Papua New Guinea,Central Province,,Jawarere,,,,,,,,J.T. Zimmer,,14 Apr 2018,,,manual,RDWC 00221,
34_4_4_tray_10,cicindelidae_34_4_4_tray_10_spec_001,,,,Mexico,,,Acapulco,"Acapulco, Gro.","Acapulco, Gro.",,,,,,C.H. Seevers,,10 Aug 1936,,,manual,,
34_4_4_tray_11,cicindelidae_34_4_4_tray_11_spec_001,,,,India,,,New Delhi,,,,,,,,J.P. Donahue,,31 Jul 1962,,,manual,,
34_4_4_tray_12,cicindelidae_34_4_4_tray_12_spec_001,,,,Japan,Hyogo,,,Honshu,Honshu,,,,,,,,Jul-57,,,manual,,
34_4_4_tray_13,cicindelidae_34_4_4_tray_13_spec_001,,,,,,,,,Caucasus,,,,,,,,,,,manual,,
34_4_4_tray_14,cicindelidae_34_4_4_tray_14_spec_001,,,,United States of America,Idaho,Fremont,Parker,".5mi N. of Parker, Saint Anthony Sand Dunes",".5mi N. of Parker, Saint Anthony Sand Dunes",,,,dunes,,B. Cutler | L. Cutler,,22 Jun 1968,,,manual,,
34_4_4_tray_15,cicindelidae_34_4_4_tray_15_spec_001,,,,Kazakhstan,,,Uralsk,,,,,,,,,,,,,manual,,
34_4_4_tray_16,cicindelidae_34_4_4_tray_16_spec_001,,,,Egypt,,,Hurghada,Red Sea [Mer Rouge],Red Sea [Mer Rouge],,,,,,A. Alfieri,,Aug-35,,,manual,,
34_4_4_tray_18,cicindelidae_34_4_4_tray_18_spec_001,,,,Madagascar,,,Antananarivo,,,,,,,,,,19 Dec 2026,,,manual,,
34_4_4_tray_19,cicindelidae_34_4_4_tray_19_spec_001,,,,Turkmenistan,,,Tejen,,"Transcaspien, Oase Tedshen",,,,,,Hauser,,03 Aug 2026,,,manual,,
34_4_4_tray_20,cicindelidae_34_4_4_tray_20_spec_001,,,,Djibouti,Ali Sabieh,,,,Somaliland,,,,moist stream bed,,H. Hoogstraal,,06 Jul 1950,,,manual,,
34_4_4_tray_21,cicindelidae_34_4_4_tray_21_spec_001,,,,France,Gard,,,Vauvert,Montcalm Vauvert,,,,,,C.V. Nidek,,18 Jun 1973 – 25 Jun 1973,,,manual,,
34_4_4_tray_23,cicindelidae_34_4_4_tray_23_spec_003,,,,Mozambique,,,Boroma,Zambezi River,Zambezi River,,,,,,,,,,,manual,,
34_4_4_tray_24,cicindelidae_34_4_4_tray_24_spec_001,,,,Kazakhstan,,,Almaty,"Turkestan, Wernyi","Turkestan, Wernyi",,,,,,,,,,,manual,37,
34_4_4_tray_25,cicindelidae_34_4_4_tray_25_spec_001,,,,Armenia,,,Yerevan,,,,,,,,,,1898,,,manual,,
34_4_4_tray_26,cicindelidae_34_4_4_tray_26_spec_001,,,,Romania,,,Turda,"Transylvania, Torda","Transylvania, Torda",,,,,,,,1890,,,manual,,
34_4_4_tray_27,cicindelidae_34_4_4_tray_27_spec_001,,,,,,,,,Turkestan,,,,,,,,,,,manual,,
34_4_4_tray_28,cicindelidae_34_4_4_tray_28_spec_001,,,,Tunisia,,,Hammam-Lif,,,,,,,,,,,,,manual,,
34_4_4_tray_29,cicindelidae_34_4_4_tray_29_spec_001,,,,United States of America,Oregon,,,Alvord Hot Springs,Alvord Hot Springs,,,,,,,,24 May 1950,,,manual,,
34_4_4_tray_30,cicindelidae_34_4_4_tray_30_spec_001,,,,China,,,,,,,,,,,,,,,,manual,,
34_4_4_tray_32,cicindelidae_34_4_4_tray_32_spec_001,,,,Iran,Bushehr,,,Bushire Persia,Bushire Persia,,,,,,,,,,,manual,580,
34_4_4_tray_33,cicindelidae_34_4_4_tray_33_spec_006,,,,Romania,,,,Transylvania,Transylvania,,,,,,,,,,,manual,,
34_4_4_tray_34,cicindelidae_34_4_4_tray_34_spec_001,,,,China,,,Hong Kong,,,,,,,,,,,,,manual,,
34_4_5_tray_01,cicindelidae_34_4_5_tray_01_spec_001,,,,Netherlands Antilles,Curacao,,,N. Antilles,N. Antilles,,,,,,B. Malkin,,15 Feb 1968,,,manual,,
34_4_5_tray_02,cicindelidae_34_4_5_tray_02_spec_001,,,,Malaysia,,Kinabatangan,,"Borneo, SE End of Dewhurst Bay","Borneo, SE End of Dewhurst Bay",,,,,,R.F. Inger | D.D. Davis,,14 May 1950 – 01 Jun 1950,,,manual,,
34_4_5_tray_03,cicindelidae_34_4_5_tray_03_spec_001,,,,Taiwan,Taitung,,Chenggong,Foothills of Hsinkangshan,Foothills of Hsinkangshan near Chengkung,,,400m–450m,,,A. Smetana,,20 Jul 1993,,,manual,T157,
34_4_5_tray_04,cicindelidae_34_4_5_tray_04_spec_001,,,,Slovakia,,,Pezinok,,,,,,,,,,17 May 2024,,,manual,,
34_4_5_tray_05,cicindelidae_34_4_5_tray_05_spec_001,,,,United States of America,Oregon,Lane,Florence,,,,,,,,B. Malkin | R. Leeper,,14 Jun 1950,,,manual,,
34_4_5_tray_06,cicindelidae_34_4_5_tray_06_spec_001,,,,Greece,,,,"Mega Spilaio, Peloponnese Peninsula","Mega Spilaio, Peloponnese Peninsula",,,,,,A. Wiktor,,09 May 1980,,,manual,,
34_4_5_tray_06,cicindelidae_34_4_5_tray_06_spec_013,,,,Poland,,,Zatwarnica,,,,,,,,,,,,,manual,,
34_4_5_tray_07,cicindelidae_34_4_5_tray_07_spec_001,,,,Vietnam,Cao Bang,,,Ba Be National Park 250km N Hanoi,Ba Be National Park 250km N Hanoi,,,,,,A. Monastyrskii,,Mar-97 – Apr-97,,,manual,FMHD#97-3005,
34_4_5_tray_08,cicindelidae_34_4_5_tray_08_spec_001,,,,Turkmenistan,,,Ashgabat,,,,,,,,,,,,,manual,,
34_4_5_tray_09,cicindelidae_34_4_5_tray_09_spec_001,,,,United States of America,Oregon,,Waldport,,,,,,,,,,23 Jul 1934,,,manual,,
34_4_5_tray_10,cicindelidae_34_4_5_tray_10_spec_001,,,,India,Puducherry,,Kurumbagaram,,,,,,,,,,Mar-51,,,manual,P8N,
34_4_5_tray_11,cicindelidae_34_4_5_tray_11_spec_001,,,,Laos,,,Pak Lay,,,,,,,,R. Vitallis de Salvaza,,31 Jul 2022,,,manual,,
34_4_5_tray_12,cicindelidae_34_4_5_tray_12_spec_001,,,,Greece,,,,Rhodes,Rhodes,,,,,,Plason,,,,,manual,47,
34_4_5_tray_13,cicindelidae_34_4_5_tray_13_spec_001,,,,Ukraine,Zakarpattia Oblast,,,,"USSR, Podkarpathia (Ruthenia) [Transcarpathia]",,,,,,,,,,,manual,,
34_4_5_tray_14,cicindelidae_34_4_5_tray_14_spec_001,,,,India,,,Coimbatore,Marudamali Hills,Marudamali Hills,,,,,,P.S. Nathan,,Oct-69,,,manual,,
34_4_5_tray_15,cicindelidae_34_4_5_tray_15_spec_001,,,,United States of America,Idaho,Fremont,Fremont,St. Anthony Dunes,St. Anthony Dunes,,,,dunes,,A.D. Alley,,22 Mar 1979,,,manual,,
34_4_5_tray_16,cicindelidae_34_4_5_tray_16_spec_001,,,,India,Puducherry,,Karaikal,,,,,,riverbed,,P.S. Nathan,,Jul-70,,,manual,,
34_4_5_tray_17,cicindelidae_34_4_5_tray_17_spec_001,,,,Cameroon,,,Edea,,Along path,,,,along path,,D.H. Kistner,,24 Jul 1962,,,manual,Field No. 939,
34_4_5_tray_18,cicindelidae_34_4_5_tray_18_spec_002,,,,India,,,Ooty,,,,,,,,,,,,,manual,,
34_4_5_tray_19,cicindelidae_34_4_5_tray_19_spec_001,,,,Mexico,Oaxaca,,Salina Cruz,,,,,,,,J. Wagner,,31 Aug 1957,,,manual,,
34_4_5_tray_20,cicindelidae_34_4_5_tray_20_spec_001,,,,Mexico,Sonora,,,Estero de Sargento 25km S. Desemboque,Estero de Sargento 25km S. Desemboque,,,,,,B. Malkin,,11 Aug 1953,,,manual,74,
34_4_5_tray_21,cicindelidae_34_4_5_tray_21_spec_001,,,,Egypt,,,Port Said,Shore of lake Manzala,Shore of lake Manzala,,,,lakeshore,,H. Hoogstraal | M.N. Kaiser,,07 Sep 1959,,,manual,,
34_4_5_tray_22,cicindelidae_34_4_5_tray_22_spec_002,,,,Greece,,,,Naxos,Naxos,,,,,,,,,,,manual,,
34_4_5_tray_23,cicindelidae_34_4_5_tray_23_spec_001,,,,Nepal,,Gorkha,Gorkha,Dorandi Khola Valley,Dorandi Khola Valley,,,,,,Jiri Maravec,,May-92,,,manual,,
34_4_5_tray_24,cicindelidae_34_4_5_tray_24_spec_007,,,,Ukraine,Crimea,,Sevastopol,,Crimea,,,,,,Zhatreov,,25 Feb 2008,,,manual,,
34_4_6_tray_01,cicindelidae_34_4_6_tray_01_spec_001,,,,Greece,,Chania,Asprouliani,Crete,Crete,,,,,,B. and H. Malkin,,12 Jun 1977,,,manual,,
34_4_6_tray_02,cicindelidae_34_4_6_tray_02_spec_001,,,,Japan,Fukouka,,,"Kyushu, Shikanoshima","Kyushu, Shikanoshima",,,,,,R.J.J.,,04 Jul 1948,,,manual,,
34_4_6_tray_03,cicindelidae_34_4_6_tray_03_spec_001,,,,Greece,,Chania,Asprouliani,Crete,Crete,,,,,,B. and H. Malkin,,12 Jun 1977,,,manual,,
34_4_6_tray_04,cicindelidae_34_4_6_tray_04_spec_001,,,,Japan,,,Nagasaki,Kyushu,Kyushu,,,,,,Major H.T. Wright,,05 Apr 1948,,,manual,,
34_4_6_tray_05,cicindelidae_34_4_6_tray_05_spec_001,,,,Turkmenistan,,,Ashgabat,Askhabad Transkasp.,Askhabad Transkasp.,,,,,,,,,,,manual,,
34_4_6_tray_06,cicindelidae_34_4_6_tray_06_spec_001,,,,Japan,,,Toyama,Honshu,Honshu,,,,,,S.K.,,24 Aug 1959,,,manual,,
34_4_6_tray_07,cicindelidae_34_4_6_tray_07_spec_001,,,,,,,,,"Kleinasien, Taurus",,,,,,,,,,,manual,,
34_4_6_tray_08,cicindelidae_34_4_6_tray_08_spec_003,,,,Democratic Republic of the Congo,Bas-Uele,,Matale,,"Oriente, Bambesa",,,,,,,,20 May 1958,,,manual,,
34_4_6_tray_09,cicindelidae_34_4_6_tray_09_spec_001,,,,China,,,,Tsingtau Schantuug,Tsingtau Schantuug,,,,,,,,,,,manual,56,
34_4_6_tray_10,cicindelidae_34_4_6_tray_10_spec_001,,,,United Republic of Tanzania,,,Ndanda,,,,,,,,,,,,,manual,,
34_4_6_tray_11,cicindelidae_34_4_6_tray_11_spec_001,,,,United States of America,Colorado,,Cowdrey,Independence Mt,Independence Mt,,,,,,J.F. White,,20 Aug 1933,,,manual,,
34_4_6_tray_12,cicindelidae_34_4_6_tray_12_spec_001,,,,Mexico,Sinaloa,,,8mi W. El Palmito,8mi W. El Palmito,,,,,,R.A. Scheibner,,24 Jun 1961,,,manual,,
34_4_6_tray_13,cicindelidae_34_4_6_tray_13_spec_001,,,,Malaysia,Sabah,,Lahad Datu,Danum Conservation Area,Danum Conservation Area,,,,,,R.F. Gaber,,Nov-86,,,manual,,
34_4_6_tray_14,cicindelidae_34_4_6_tray_14_spec_001,,,,Mexico,Michoacan,,Apatzingan,,,,,,,,H. Hoogstraal | Haag,,14 Aug 1941,,,manual,,
34_4_6_tray_15,cicindelidae_34_4_6_tray_15_spec_001,,,,Mexico,Veracruz,,Tezonapa,,,,,,,,H. Dybas,,08 Aug 1941,,,manual,,
34_4_6_tray_16,cicindelidae_34_4_6_tray_16_spec_001,,,,,,,,,Siberia,,,,,,,,,,,manual,,
34_4_6_tray_17,cicindelidae_34_4_6_tray_17_spec_001,,,,Japan,Mie,,Odai,,,,,,,,,,15 Jan 1999,,,manual,18584,
34_4_6_tray_18,cicindelidae_34_4_6_tray_18_spec_001,,,,United States of America,Washington,,,10mi S. of Colton,10mi S. of Colton,,,,,,F. Beer,,02 Aug 2010,,,manual,,
34_4_6_tray_19,cicindelidae_34_4_6_tray_19_spec_001,,,,Costa Rica,Guanacaste,,,"Santa Rosa National Park, bosque San Emelio","Santa Rosa National Park, bosque San Emelio",,,,Forest,Mini flight intercept trap,J. Louderman | C. Grinter,,14 May 2007 – 22 May 2007,,,manual,FMHD#2007-010,
34_4_7_tray_01,cicindelidae_34_4_7_tray_01_spec_001,,,,South Africa,,,Pretoria,Equestria,Equestria,,,,,,,,,,,manual,,
34_4_7_tray_02,cicindelidae_34_4_7_tray_02_spec_001,,,,United States of America,Colorado,,,"Hy. 6, 6mi W. of Roggen","Hy. 6, 6mi W. of Roggen",,,,,,R.J.J.,,11 Apr 1969,,,manual,,
34_4_7_tray_03,cicindelidae_34_4_7_tray_03_spec_001,,,,United States of America,Indiana,,,LaSalle St. Fish and Game area,LaSalle St. Fish and Game area,,,,,,Reaves | Hollander,,06 Sep 1970,,,manual,,
34_4_7_tray_04,cicindelidae_34_4_7_tray_04_spec_001,,,,China,,,,,,,,,,,,,,,,manual,,
34_4_7_tray_05,cicindelidae_34_4_7_tray_05_spec_001,,,,United States of America,Oklahoma,Marshall,Willis,5mi N.,5mi N.,,,,Clay gullies,,W. Suter,,15 Jul 1968,,,manual,,
34_4_7_tray_06,cicindelidae_34_4_7_tray_06_spec_001,,,,Indonesia,,,,"Hollandia, Netherlands New Guinea","Hollandia, Netherlands New Guinea",,,,Rainforest,,H. Hoogstraal,,Sep-44,,,manual,813,
34_4_7_tray_07,cicindelidae_34_4_7_tray_07_spec_001,,,,United States of America,Georgia,Wayne,Jesup,,,,,,,,E.C. Williams,,06 Nov 1961,,,manual,,
34_4_7_tray_08,cicindelidae_34_4_7_tray_08_spec_001,,,,United States of America,Washington,,,"Mt Rainier N.P., Yakima Park","Mt Rainier N.P., Yakima Park",,,6400–7000 ft,,,B. Malkin,,22 Aug 1954,,,manual,,
34_4_7_tray_09,cicindelidae_34_4_7_tray_09_spec_001,,,,China,Yunnan,,,,,,,,,,,,,,,manual,,
34_4_7_tray_10,cicindelidae_34_4_7_tray_10_spec_001,,,,United States of America,Oregon,,,Crater Lake N.P.,Crater Lake N.P.,,,,,,B. Malkin,,27 Aug 1950,,,manual,,
34_4_7_tray_11,cicindelidae_34_4_7_tray_11_spec_007,,,,Indonesia,,,Toli-Toli,Nord-Celebes,Nord-Celebes,,,,,,,,Nov1895 – Dec1895,,,manual,,
34_4_7_tray_12,cicindelidae_34_4_7_tray_12_spec_001,,,,Colombia,,,,New Granada,New Granada,,,,,,,,,,,manual,,
34_4_7_tray_13,cicindelidae_34_4_7_tray_13_spec_001,,,,United States of America,Oregon,,,Crater Lake,Crater Lake,,,,,,,,17 Jul 1936,,,manual,,
34_4_7_tray_14,cicindelidae_34_4_7_tray_14_spec_003,,,,Canada,Newfoundland and Labrador,,Stephenville,Bay St George,Bay St George,,,,,,,,14 May 2017,,,manual,,
34_4_7_tray_15,cicindelidae_34_4_7_tray_15_spec_002,,,,,,,,,Caucasus,,,,,,,,,,,manual,,
34_4_7_tray_16,cicindelidae_34_4_7_tray_16_spec_001,,,,United States of America,Minnesota,St. Louis,St. Louis,"20mi NNE of Kinmount, Ash River Trail","20mi NNE of Kinmount, Ash River Trail",,,,,,B. Cutler,,05 Jul 1970,,,manual,,
34_4_7_tray_17,cicindelidae_34_4_7_tray_17_spec_001,,,,Mexico,Michoacan,,Apatzingan,,,,,,,,H. Hoogstraal | Haag,,21 Aug 1941,,,manual,,
34_4_7_tray_18,cicindelidae_34_4_7_tray_18_spec_001,,,,Mexico,,,,Rio Balsas,Rio Balsas,,,,,,,,,,,manual,,
34_4_7_tray_19,cicindelidae_34_4_7_tray_19_spec_001,,,,United States of America,California,Humboldt,Alton,,,,,,,,A.T. McClay,,06 May 1946,,,manual,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_001,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_002,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,W. J. Gerhard,,21 May 2022,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_003,,,,United States of America,Pennsylvania,Philadelphia,Philadelphia,,,,,,,,W. J. Gerhard,,,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_004,,,,United States of America,Illinois,Lake,Highwood,Fort Sheridan,Fort Sheridan,,,,,,D. H. Kistner,,07 Jul 1950,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_005,,,,United States of America,Illinois,Kankakee,,East of Wichert,East of Wichert,,,,sand dunes,,D. Davis,,07 Sep 1935,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_006,,,,United States of America,Illinois,Kankakee,Hopkins Park,,,,,,sand dunes,,H. S. Dybas | R. L. Wenzel,,27 May 1946 – 29 May 1946,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_007,,,,United States of America,Wisconsin,Grant,,3.5mi W Muscoda,3.5mi W Muscoda,,,,,,Harold L. Willis,,20 Jun 1967,,,existing record,Acc. 1969-20,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_008,,,,United States of America,Wisconsin,Douglas,,Pattison State Park,Pattison State Park,,,,Sandy Pine Field,,W. Suter,,26 Aug 1958,,,existing record,"Acc. Z-13, 050",
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_009,,,,United States of America,Illinois,Will,Lorenzo,Strip Mine Area,Strip Mine Area,,,,,,W. Suter,,03 Aug 1958,,,existing record,"Acc. Z-13, 050",
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_010,,,,United States of America,New York,Westchester,White Plains,,,,,,,,E. H. P. Squire,,Jul-42,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_011,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,14 Jul 1933,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_012,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,14 Jul 1933,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_013,,,,United States of America,Indiana,Porter,Beverly Shores,,,,,,,,H. Dybas,,20 Aug 1933,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_014,,,,United States of America,Illinois,Lake,Lake Forest,,,,,,,,,,6-May-28,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_015,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,,,26-Jun-27,,,existing record,6738,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_016,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,M. Prokop,,20 Aug 1966,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_017,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,M. Prokop,,20 Aug 1966,,,existing record,,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_018,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,,,23 Aug 2025,,,existing record,202,
34_4_8_tray_01,cicindelidae_34_4_8_tray_01_spec_019,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,A. K. Wyatt,,18 May 1951,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_001,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,V. Reaves | M. Hollander,,26 Jun 1971,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_002,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,V. Reaves | M. Hollander,,26 Jun 1971,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_003,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,V. Reaves,,04 Jun 1972,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_004,,,,United States of America,Indiana,Porter,,Indiana Dune State Park,Indiana Dune State Park,,,,,,V. Reaves,,04 Jun 1972,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_005,,,,United States of America,Wisconsin,Marinette,Crivitz,,,,,,,,J. K. Lawton,,25 Aug 1968,,,existing record,Acc. 17-422,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_006,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,M. Prokop,,20 Aug 1966,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_007,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,09 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_008,,,,United States of America,Illinois,Lake,,Illinois Beach State Park,Illinois Beach State Park,,,,,,M. Prokop,,20 Aug 1966,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_009,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,09 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_010,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,09 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_011,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,Z. Ivaska,,10 May 1934,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_012,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,21 Jun 1938,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_013,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,R. Gregg,,14 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_014,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,09 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_015,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,09 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_016,,,,United States of America,Illinois,Lake,Waukegan,,,,,,,,R. Gregg,,14 Sep 1936,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_017,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,27 Aug 1940,,,existing record,,
34_4_8_tray_02,cicindelidae_34_4_8_tray_02_spec_018,,,,United States of America,Illinois,Kankakee,Momence,,,,,,,,R. Gregg,,08 Sep 1936,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_001,,,,United States of America,Oklahoma,Marshall,Willis,old field path,old field path,,,,,,W. Suter,,17 Apr 1968,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_002,,,,United States of America,Oklahoma,Garvin,Pauls Valley,Washita River,Washita River,,,,River Bank,,W. Suter,,05 Apr 1969,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_003,,,,United States of America,Oklahoma,Payne,Perkins,,,,,,,,,,01 Sep 1960,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_004,,,,United States of America,Oklahoma,Garvin,Pauls Valley,Washita River,Washita River,,,,River Bank,,W. Suter,,05 Apr 1969,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_005,,,,United States of America,Oklahoma,Garvin,Pauls Valley,Washita River,Washita River,,,,River Bank,,W. Suter,,05 Apr 1969,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_006,,,,United States of America,Oklahoma,Alfalfa,,Great Salt Plains Lake State Park,Great Salt Plains Lake State Park,,,,sandy pocket,,W. Suter,,20 Jul 1968,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_007,,,,United States of America,Oklahoma,Marshall,Willis,4.5mi NNW,4.5mi NNW,,,,,,W. Suter,,13 Jun 1969,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_008,,,,United States of America,Oklahoma,Marshall,Willis,4.5mi NNW,4.5mi NNW,,,,,,W. Suter,,13 Jun 1969,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_009,,,,United States of America,Oklahoma,Alfalfa,,Great Salt Plains Lake State Park,Great Salt Plains Lake State Park,,,,sandy pocket,,W. Suter,,20 Jul 1968,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_010,,,,United States of America,Oklahoma,Marshall,Willis,4.5mi NNW,4.5mi NNW,,,,,,W. Suter,,21 Jun 1969,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_011,,,,United States of America,Oklahoma,Marshall,Willis,,,,,,,,W. Suter,,15 Apr 1968,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_012,,,,United States of America,Oklahoma,Payne,,,,,,,,,N. R. Coyle,,31 Aug 1960,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_013,,,,United States of America,Kansas,Barber,,6mi South of Sawyer,6mi South of Sawyer,,,,,,W. Suter,,27 Aug 1960,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_014,,,,United States of America,Oklahoma,Payne,,,,,,,,,N. R. Coyle,,31 Aug 1960,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_015,,,,United States of America,Colorado,Yuma,Wray,,,,,,,,R. Gregg,,27 May 1949,,,existing record,,
34_4_8_tray_03,cicindelidae_34_4_8_tray_03_spec_016,,,,United States of America,Colorado,Weld,Roggen,,,,,,,,R. Gregg,,16 Aug 1946,,,existing record,,
